ISBN,Sales,Stores,Title,Authors,Publisher,Categories,Description,Binding,Subjects
9780593527726,6,2,House of Marionne,J. Elle,G.P. Putnam's Sons Books for Young Readers,Young Adult,"An INSTANT New York Times bestseller!<br/>An INSTANT USA TODAY bestseller!<br/>An INSTANT Sunday Times bestseller!<br/><br/>A modern-day YA romantic fantasy series opener about a glamorous magical world of social elites, forbidden love, and a dark magic that could destroy it all.<br/><br/>""Dazzling and deceptive. The perfect escape!"" – Stephanie Garber, #1 New York Times bestselling author of The Ballad of Never After<br/><br/>""The forbidden love story of my wildest dreams!"" – Ali Hazelwood, New York Times bestselling author of The Love Hypothesis<br/><br/>BURY YOUR SECRET OR DIE FOR IT.<br/><br/>17-year-old Quell has lived her entire life on the run. She and her mother have fled from city to city in order to hide the deadly magic that flows through Quell’s veins.<br/><br/>Until someone discovers her dark secret.<br/><br/>To hide from the assassin hunting her and keep her mother out of harm’s way, Quell reluctantly inducts into a debutante society of magical social elites called the Order that she never knew existed. If she can pass their three rites of membership, mastering their proper form of magic, she’ll be able to secretly bury her forbidden magic forever.<br/><br/>If caught, she will be killed.<br/><br/>But becoming the perfect debutante is a lot harder than Quell imagined, especially when there’s more than tutoring happening with Jordan, her brooding mentor and assassin-in-training.<br/><br/>When Quell uncovers the deadly lengths the Order will go to defend its wealth and power, she’s forced to choose: Embrace the dark magic she’s been running from her entire life, or risk losing everything, and everyone, she’s grown to love.<br/><br/>Still, she fears the most formidable monster she’ll have to face is the one inside.<br/><br/>Brimming with ballgowns and betrayal, magic and mystery, decadence and darkness, House of Marionne is perfect for readers who crave morally gray characters, irresistible romance, dark academia, and a deeply intoxicating and original world.",Paperback,"Teen & Young Adult, Literature & Fiction, Science Fiction & Fantasy, Fantasy, Romance, Paranormal"
9780063141513,4,3,Honey and Spice: A Reese's Book Club Pick,Bolu Babalola,William Morrow Paperbacks,Fiction,"INSTANT NATIONAL BESTSELLER • A REESE'S BOOK CLUB PICK • A TIKTOK BOOK CLUB PICK<br/>""Sexy, messy and wry, Honey and Spice more than delivers."" — New York Times Book Review<br/>""A vibrant debut novel . . . Babalola is incisively funny, capturing the kick and sweetness of her title with her words."" — Entertainment Weekly<br/>Named a Best Book of the Year by Time • Esquire • Vanity Fair • Oprah Daily • Cosmopolitan • Elle • Harper's Bazaar • Southern Living • Buzzfeed • Women's Health Magazine • AudioFile • Popsugar • and more!<br/>Introducing internationally bestselling author Bolu Babalola’s dazzling debut novel, full of passion, humor, and heart, that centers on a young Black British woman who has no interest in love and unexpectedly finds herself caught up in a fake relationship with the man she warned her girls about<br/>Sweet like plantain, hot like pepper. They taste the best when together...<br/>Sharp-tongued (and secretly soft-hearted) Kiki Banjo has just made a huge mistake. As an expert in relationship-evasion and the host of the popular student radio show Brown Sugar, she’s made it her mission to make sure the women of the African-Caribbean Society at Whitewell University do not fall into the mess of “situationships”, players, and heartbreak. But when the Queen of the Unbothered kisses Malakai Korede, the guy she just publicly denounced as “The Wastemen of Whitewell,” in front of every Blackwellian on campus, she finds her show on the brink.<br/>They’re soon embroiled in a fake relationship to try and salvage their reputations and save their futures. Kiki has never surrendered her heart before, and a player like Malakai won’t be the one to change that, no matter how charming he is or how electric their connection feels. But surprisingly entertaining study sessions and intimate, late-night talks at old-fashioned diners force Kiki to look beyond her own presumptions. Is she ready to open herself up to something deeper?<br/>A gloriously funny and sparkling debut novel, Honey and Spice is full of delicious tension and romantic intrigue that will make you weak at the knees.<br/>""A smart, sexy summer read, which hits your brain and your romance buttons in one shot."" — Los Angeles Times<br/>""The ultimate summer romance . . . It’s got all the juiciest, most satisfying romance tropes, but in Babalola’s capable hands, the story feels fresh and unique."" — The Cut, New York magazine<br/>“Divine summer reading. Hilarious, hot, and heartfelt. ” — Meg Cabot, #1 New York Times bestselling author",Paperback,"Literature & Fiction, Genre Fiction, Historical, Coming of Age, Feel-Good, United States, Black & African American, Romance, Romantic Comedy"
9780593232743,4,3,Get Good with Money: Ten Simple Steps to Becoming Financially Whole,Tiffany the Budgetnista Aliche,Rodale Books,Non-Fiction,"NEW YORK TIMES, WALL STREET JOURNAL, AND USA TODAY BESTSELLER • A ten-step plan for finding peace, safety, and harmony with your money—no matter how big or small your goals and no matter how rocky the market might be—by the inspiring and savvy “Budgetnista.”<br/><br/>“No matter where you stand in your money journey, Get Good with Money has a lesson or two for you!”—Erin Lowry,bestselling author of the Broke Millennial series<br/><br/>Tiffany Aliche was a successful pre-school teacher with a healthy nest egg when a recession and advice from a shady advisor put her out of a job and into a huge financial hole. As she began to chart the path to her own financial rescue, the outline of her ten-step formula for attaining both financial security and peace of mind began to take shape. These principles have now helped more than one million women worldwide answer their most pressing financial questions: How to pay off debt? How to save money? How to build wealth?<br/><br/>Revealing this practical ten-step process for the first time in its entirety, Get Good with Money introduces the powerful concept of building wealth through financial wholeness: a realistic, achievable, and energizing alternative to get-rich-quick and over-complicated money management systems. With helpful checklists, worksheets, a tool kit of resources, and advanced advice from experts who Tiffany herself relies on (her “Budgetnista Boosters”), Get Good with Money gets crystal clear on the short-term actions that lead to long-term goals, including:<br/><br/>• A simple technique to determine your baseline or “noodle budget,” examine and systemize your expenses, and lay out a plan that allows you to say yes to your dreams.<br/>• An assessment tool that helps you understand whether you have a “don't make enough” problem or a “spend too much” issue—as well as ways to fix both.<br/>• Best practices for saving for a rainy day (aka job loss), a big-ticket item (a house, a trip, a car), and money that can be invested for your future.<br/>• Detailed advice and action steps for taking charge of your credit score, maximizing bill-paying automation, savings and investing, and calculating your life, disability, and property insurance needs.<br/>• Ways to protect your beneficiaries' future, and ensure that your financial wishes will stand the test of time.<br/><br/>An invaluable guide to cultivating good financial habits and making your money work for you, Get Good with Money will help you build a solid foundation for your life (and legacy) that’s rich in every way.",Hardcover,"Self-Help, Success, Business & Money, Investing, Introduction, Personal Finance, Budgeting & Money Management"
9781728254326,6,2,This Book Is Gay,Juno Dawson,Sourcebooks Fire,Young Adult,"The bestselling young adult non-fiction book on sexuality and gender!<br/>Lesbian. Gay. Bisexual. Transgender. Queer. Intersex. Straight. Curious. This book is for everyone, regardless of gender or sexual preference. This book is for anyone who's ever dared to wonder. This book is for YOU.<br/>This candid, funny, and uncensored exploration of sexuality and what it's like to grow up LGBTQ also includes real stories from people across the gender and sexual spectrums, not to mention hilarious illustrations.<br/>Inside this revised and updated edition, you'll find the answers to all the questions you ever wanted to ask, with topics like: Stereotypes―the facts and fiction Coming out as LGBT Where to meet people like you The ins and outs of gay sex How to flirt And so much more!<br/>You will be entertained. You will be informed. But most importantly, you will know that however you identify (or don't) and whomever you love, you are exceptional. You matter. And so does this book.<br/>This book is for: LGBTQIA+ teens, tweens, and adults Readers looking to learn more about the LGBTQIA+ community Parents of gay kids and other LGBT youth Educators looking for advice about the LGBTQIA+ community<br/>Praise for This Book is Gay:<br/>A Guardian Best Book of the Year<br/>2018 Garden State Teen Book Award Winner<br/>""The book every LGBT person would have killed for as a teenager, told in the voice of a wise best friend. Frank, warm, funny, USEFUL.""―Patrick Ness, New York Times bestselling author<br/>""This egregious gap has now been filled to a fare-thee-well by Dawson's book.""―Booklist *STARRED REVIEW*<br/>Coming soon from Juno Dawson: What's The T? (June 2022) The companion title to the groundbreaking This Book Is Gay, What's the T? tackles the complex realities of growing up trans with honesty and humor and is joyfully illustrated by gender non-conforming artist Soofiya.",Paperback,"LGBTQ+ Books, Teen & Young Adult, Social Issues, Dating & Intimacy, LGBTQ+ Issues"
9781608465644,8,2,"Freedom Is a Constant Struggle: Ferguson, Palestine, and the Foundations of a Movement",Angela Y. Davis,Haymarket Books,Non-Fiction,"In these newly collected essays, interviews, and speeches, world-renowned activist and scholar Angela Y. Davis illuminates the connections between struggles against state violence and oppression throughout history and around the world.<br/><br/>Reflecting on the importance of black feminism, intersectionality, and prison abolitionism for today's struggles, Davis discusses the legacies of previous liberation struggles, from the Black Freedom Movement to the South African anti-Apartheid movement. She highlights connections and analyzes today's struggles against state terror, from Ferguson to Palestine.<br/><br/>Facing a world of outrageous injustice, Davis challenges us to imagine and build the movement for human liberation. And in doing so, she reminds us that ""Freedom is a constant struggle.""<br/><br/>Angela Y. Davis is a political activist, scholar, author, and speaker. She is an outspoken advocate for the oppressed and exploited, writing on Black liberation, prison abolition, the intersections of race, gender, and class, and international solidarity with Palestine. She is the author of several books, including Women, Race, and Class and Are Prisons Obsolete? She is the subject of the acclaimed documentary Free Angela and All Political Prisoners and is Distinguished Professor Emerita at the University of California, Santa Cruz.<br/><br/>One of America's most provocative public intellectuals, Dr. Cornel West has been a champion for racial justice since childhood. His writing, speaking, and teaching weave together the traditions of the black Baptist Church, progressive politics, and jazz. The New York Times has praised his ""ferocious moral vision."" His many books include Race Matters, Democracy Matters, and his autobiography, Brother West: Living and Loving Out Loud.<br/><br/>Frank Barat is a human rights activist and author. He was the coordinator of the Russell Tribunal on Palestine and is now the president of the Palestine Legal Action Network. His books include Gaza in Crisis and Corporate Complicity in Israel's Occupation.",Paperback,"History, Americas, Canada, Politics & Social Sciences, Social Sciences, Ethnic Studies, Politics & Government, International & World Politics, Specific Topics"
9781335090416,14,5,Isaac's Song: A Novel,Daniel Black,Hanover Square Press,Fiction,"*From the Viral Clark Atlanta University Commencement Speaker*<br/>*From the Georgia Author of the Year Award Winner*<br/><br/>The beloved author of Don’t Cry for Me and Perfect Peace returns with a poignant, emotionally exuberant novel about a young queer Black man finding his voice in 1980s Chicago—a novel of family, forgiveness and perseverance, for fans of The Great Believers and On Earth We're Briefly Gorgeous<br/><br/>Isaac is at a crossroads in his young life. Growing up in Missouri, the son of a caustic, hard-driving father, he was conditioned to suppress his artistic pursuits and physical desires, notions that didn’t align with a traditional view of masculinity. But now, in late ’80s Chicago, Isaac has finally carved out a life of his own. He is sensitive and tenderhearted and has built up the courage to seek out a community. Yet just as he begins to embrace who he is, two social catalysts—the AIDS crisis and Rodney King’s attack—collectively extinguish his hard-earned joy.<br/><br/>At a therapist’s encouragement, Isaac begins to write down his story. In the process, he taps into a creative energy that will send him on a journey back to his family, his ancestral home in Arkansas and the inherited trauma of the nation’s dark past. But a surprise discovery will either unlock the truths he’s seeking or threaten to derail the life he’s fought so hard to claim.<br/><br/>Poignant, sweeping and luminously told, Isaac's Song is a return to the beloved characters of Don’t Cry for Me and a high-water mark in the career of an award-winning author.",Hardcover,"LGBTQ+ Books, Literature & Fiction, Genre Fiction, United States, Black & African American, Southern, Literary"
9781538751480,5,3,"Wild Seed (Patternist, 1)",Octavia E. Butler,Grand Central Publishing,Non-Fiction,"In an ""epic, game-changing, moving and brilliant"" story of love and hate, two immortals chase each other across continents and centuries, binding their fates together -- and changing the destiny of the human race (Viola Davis).<br/><br/>Doro knows no higher authority than himself. An ancient spirit with boundless powers, he possesses humans, killing without remorse as he jumps from body to body to sustain his own life. With a lonely eternity ahead of him, Doro breeds supernaturally gifted humans into empires that obey his every desire. He fears no one -- until he meets Anyanwu.<br/><br/>Anyanwu is an entity like Doro and yet different. She can heal with a bite and transform her own body, mending injuries and reversing aging. She uses her powers to cure her neighbors and birth entire tribes, surrounding herself with kindred who both fear and respect her. No one poses a true threat to Anyanwu -- until she meets Doro.<br/><br/>The moment Doro meets Anyanwu, he covets her; and from the villages of 17th-century Nigeria to 19th-century United States, their courtship becomes a power struggle that echoes through generations, irrevocably changing what it means to be human.",Paperback,"Literature & Fiction, United States, Black & African American, Literary, Science Fiction & Fantasy, Fantasy, Epic, Historical, Romantic, Science Fiction, Genetic Engineering"
9780593448809,8,2,There's Always This Year: On Basketball and Ascension,Hanif Abdurraqib,Random House Trade Paperbacks,Non-Fiction,"LONGLISTED FOR THE NATIONAL BOOK AWARD • #1 NATIONAL BESTSELLER • A “powerful” (The Guardian) reflection on basketball, life, and home—from the author of the National Book Award finalist A Little Devil in America<br/><br/>“Mesmerizing . . . not only the most original sports book I’ve ever read but one of the most moving books I’ve ever read, period.”—Steve James, director of Hoop Dreams<br/><br/>ONE OF THE TEN BEST BOOKS OF THE YEAR: Vulture, Chicago Public Library, BookPage<br/><br/>A BEST BOOK OF THE YEAR: The New York Times Book Review, Time, The Washington Post, NPR, The Boston Globe, The New York Public Library, Chicago Public Library, Publishers Weekly, Kirkus Reviews, Book Riot, Electric Lit<br/><br/>Growing up in Columbus, Ohio, in the 1990s, Hanif Abdurraqib witnessed a golden era of basketball, one in which legends like LeBron James were forged and countless others weren’t. His lifelong love of the game leads Abdurraqib into a lyrical, historical, and emotionally rich exploration of what it means to make it, who we think deserves success, the tension between excellence and expectation, and the very notion of role models, all of which he expertly weaves together with intimate, personal storytelling. “Here is where I would like to tell you about the form on my father’s jump shot,” Abdurraqib writes. “The truth, though, is that I saw my father shoot a basketball only one time.”<br/><br/>There’s Always This Year is a triumph, brimming with joy, pain, solidarity, comfort, outrage, and hope. No matter the subject of his keen focus—whether it’s basketball, or music, or performance—Hanif Abdurraqib’s exquisite writing is always poetry, always profound, and always a clarion call to radically reimagine how we think about our culture, our country, and ourselves.<br/><br/>LONGLISTED FOR THE ANDREW CARNEGIE MEDAL FOR EXCELLENCE IN NONFICTION AND THE NATIONAL BOOK CRITICS CIRCLE AWARD",Paperback,"Biographies & Memoirs, Community & Culture, Black & African American, Memoirs, Sports & Outdoors, Basketball, Biographies, Politics & Social Sciences, Social Sciences, Ethnic Studies, Sociology, Reference"
9780345804341,7,4,The Nickel Boys: A Novel,Colson Whitehead,Anchor,Fiction,"PULITZER PRIZE WINNER • NATIONAL BESTSELLER • This follow-up to The Underground Railroad brilliantly dramatizes another strand of American history through the story of two boys unjustly sentenced to a hellish reform school in Jim Crow-era Florida. • ""One of the most gifted novelists in America today."" —NPR<br/><br/>When Elwood Curtis, a black boy growing up in 1960s Tallahassee, is unfairly sentenced to a juvenile reformatory called the Nickel Academy, he finds himself trapped in a grotesque chamber of horrors. Elwood’s only salvation is his friendship with fellow “delinquent” Turner, which deepens despite Turner’s conviction that Elwood is hopelessly naive, that the world is crooked, and that the only way to survive is to scheme and avoid trouble. As life at the Academy becomes ever more perilous, the tension between Elwood’s ideals and Turner’s skepticism leads to a decision whose repercussions will echo down the decades.<br/><br/>Based on the real story of a reform school that operated for 111 years and warped the lives of thousands of children, The Nickel Boys is a devastating, driven narrative that showcases a great American novelist writing at the height of his powers and “should further cement Whitehead as one of his generation's best"" (Entertainment Weekly).<br/><br/>Look for Colson Whitehead’s new novel, Crook Manifesto!",Paperback,"Literature & Fiction, Genre Fiction, Historical, United States, Black & African American, Literary, Mystery, Thriller & Suspense, Mystery, Hard-Boiled, Thrillers & Suspense, Crime"
9781481438292,7,2,Look Both Ways: A Tale Told in Ten Blocks,Jason Reynolds,Atheneum/Caitlyn Dlouhy Books,Children's,"UK Carnegie Medal winner<br/>A National Book Award Finalist<br/>Coretta Scott King Author Honor Book<br/>An NPR Favorite Book of 2019<br/>A New York Times Best Children’s Book of 2019<br/>A Time Best Children’s Book of 2019<br/>A Today Show Best Kids’ Book of 2019<br/>A Washington Post Best Children’s Book of 2019<br/>A School Library Journal Best Middle Grade Book of 2019<br/>A Publishers Weekly Best Book of 2019<br/>A Kirkus Reviews Best Middle Grade Book of 2019<br/>“As innovative as it is emotionally arresting.” —Entertainment Weekly<br/><br/>From National Book Award finalist and #1 New York Times bestselling author Jason Reynolds comes a novel told in ten blocks, showing all the different directions kids’ walks home can take.<br/><br/>This story was going to begin like all the best stories. With a school bus falling from the sky. But no one saw it happen. They were all too busy—<br/><br/>Talking about boogers.<br/>Stealing pocket change.<br/>Skateboarding.<br/>Wiping out.<br/>Braving up.<br/>Executing complicated handshakes.<br/>Planning an escape.<br/>Making jokes.<br/>Lotioning up.<br/>Finding comfort.<br/>But mostly, too busy walking home.<br/><br/>Jason Reynolds conjures ten tales (one per block) about what happens after the dismissal bell rings, and brilliantly weaves them into one wickedly funny, piercingly poignant look at the detours we face on the walk home, and in life.",Paperback,"Children's Books, Growing Up & Facts of Life, Family Life, Friendship, Social Skills & School Life, Literature & Fiction, Short Story Collections, Humor"
9780385550369,35,4,James: A Novel,Percival Everett,Doubleday,Fiction,"AN INSTANT NEW YORK TIMES BESTSELLER • NAMED A BEST BOOK OF THE YEAR SO FAR FOR 2024 BY THE NEW YORK TIMES BOOK REVIEW • A brilliant, action-packed reimagining of Adventures of Huckleberry Finn, both harrowing and darkly humorous, told from the enslaved Jim's point of view<br/><br/>""Genius""—The Atlantic • ""A masterpiece that will help redefine one of the classics of American literature, while also being a major achievement on its own.""—Chicago Tribune • ""A provocative, enlightening literary work of art.""—The Boston Globe • ""Everett’s most thrilling novel, but also his most soulful.""—The New York Times<br/><br/>When the enslaved Jim overhears that he is about to be sold to a man in New Orleans, separated from his wife and daughter forever, he decides to hide on nearby Jackson Island until he can formulate a plan. Meanwhile, Huck Finn has faked his own death to escape his violent father, recently returned to town. As all readers of American literature know, thus begins the dangerous and transcendent journey by raft down the Mississippi River toward the elusive and too-often-unreliable promise of the Free States and beyond.<br/><br/>While many narrative set pieces of Adventures of Huckleberry Finn remain in place (floods and storms, stumbling across both unexpected death and unexpected treasure in the myriad stopping points along the river’s banks, encountering the scam artists posing as the Duke and Dauphin…), Jim’s agency, intelligence and compassion are shown in a radically new light.<br/><br/>Brimming with the electrifying humor and lacerating observations that have made Everett a “literary icon” (Oprah Daily), and one of the most decorated writers of our lifetime, James is destined to be a major publishing event and a cornerstone of twenty-first century American literature.",Hardcover,"Literature & Fiction, Genre Fiction, Historical, United States, Humor & Satire, Satire, Literary"
9781538739143,9,3,Pardon My Frenchie,Farrah Rochon,Forever,Non-Fiction,"The New York Times bestselling author of Almost There delivers the start of a new rom-com series with an enemies-to-lovers romance, perfect for readers of Abby Jimenez and Jasmine Guillory.<br/><br/>Ashanti Wright is thrilled over the success of her doggie daycare, Barkingham Palace. But handling the business and taking care of her teen twin sisters is a lot. And now that the antics of her adorable French bulldog and poodle bestie are blowing up on social media, things are even more chaotic than usual. And they only get worse when the world’s worst dog hater shows up.<br/><br/>Thad Sims is not a dog person. He’s barely a person’s person. But after his grandmother is transferred to a senior living facility that doesn’t accept pets, the former army officer agrees to care for her annoying standard poodle, and his first move is taking Puddin’ out of daycare.<br/><br/>Now Ashanti’s beloved Duchess is bereft of her companion, social media is outraged, and Ashanti’s business is hanging in the balance. Her only option is to make nice with the surly, sexy Thad at all costs. But it’s gonna take a tiara-wearing Frenchie, a well-dressed poodle, and a whole lotta treats to teach these humans a few new tricks about falling in love.",Paperback,"Literature & Fiction, Women's Fiction, Contemporary, United States, Black & African American, Romance, Romantic Comedy, Workplace Romance, Arborist Merchandising Root, Self Service"
9780593184974,5,2,Firstborn Girls: A Memoir,Bernice L. McFadden,Dutton,Non-Fiction,"From award-winning author and creative writing teacher at Tulane University comes an intimate and powerful memoir exploring inherited trauma, family secrets, and the enduring bonds of love between mothers and daughters.<br/><br/>On her second birthday in 1967, Bernice McFadden died in a car crash near Detroit, only to be resuscitated after her mother pulled her from the flaming wreckage. Firstborn Girls traces her remarkable life from that moment up to the publication of her first novel, Sugar.<br/><br/>Growing up in 1980s Brooklyn, Bernice finds solace in books, summer trips to Barbados, and boarding school to escape her alcoholic father. Discovering the works of Alice Walker and Toni Morrison, she finally sees herself and her loved ones reflected in their stories of “messy, beautiful, joyful Black people.”<br/><br/>Interwoven with Bernice's personal journey is her family's history, beginning with her four-times enslaved great-grandmother Louisa Vicey Wilson in 1822 Hancock County, Georgia. Her descendants survived Reconstruction and Jim Crow, joined the Great Migration, and mourned Dr. King’s assassination during the Civil Rights Movement. These women's wisdom, secrets, and fierce love are passed down like Louisa's handmade quilt.<br/><br/>A memoir of many threads, Firstborn Girls is an extraordinarily moving portrait of a life shaped by family, history, and the drive to be something more.",Hardcover,"Biographies & Memoirs, Arts & Literature, Authors, Community & Culture, Black & African American, Memoirs"
9781984861719,42,4,"Historically Black Phrases: From ""I Ain't One of Your Lil' Friends"" to ""Who All Gon' Be There?""","jarrett hill, Tre'vell Anderson",Ten Speed Press,Non-Fiction,"WINNER OF THE NAACP IMAGE AWARD • A fun and thoughtful dictionary of Black language you didn’t know you needed, Historically Black Phrases is a love letter to the Black community and the ways it drives culture.<br/><br/>“This perfect blend of explanation, definition and social commentary will have you laughing while learning.”—George M. Johnson, New York Times bestselling author of All Boys Aren't Blue and We Are Not Broken<br/><br/>Black vernacular doesn’t often get its due—despite its enormous influence on mainstream culture—but Historically Black Phrases is here to give Black language its flowers. A celebration of more than two hundred staples of Black conversation—from church sayings and units of measure to compliments and reprimands—this sharp and witty guide explores the unique importance of Black expression and communication. Historically Black Phrases offers definitions and notable pop culture moments, as well as tips on pronunciation and usage of phrases like “feelin’ yourself,” “don’t get it twisted,” and “pop off.” In addition to the phrases, short essays offer insight on different facets of Black language from scholars, entertainers, and pop culture commentators (i.e., everybody and they mama).<br/><br/>Authors, journalists, and hosts of the award-winning podcast FANTI, jarrett hill and Tre’vell Anderson examine each phrase with humor and cultural precision, making Historically Black Phrases a vital ode to how Black language influences the world.",Hardcover,"Reference, Dictionaries & Thesauruses, Slang & Idioms, Words, Language & Grammar, Linguistics, Politics & Social Sciences, Social Sciences, Popular Culture, Ethnic Studies"
9780063335417,11,5,"African History of Africa, An: From the Dawn of Humanity to Independence",Zeinab Badawi,Mariner Books,Non-Fiction,Unknown,Hardcover,"History, Africa, North Africa, Southern Africa, West Africa, Historical Study & Educational Resources, Historiography, World, Civilization & Culture, Slavery & Emancipation, Politics & Social Sciences, Social Sciences, Ethnic Studies"
9781250831927,10,4,All the Sinners Bleed: A Novel,S. A. Cosby,Flatiron Books,Fiction,"INSTANT NEW YORK TIMES BESTSELLER • USA Today Bestseller • Washington Post’s The Twelve Best Thrillers of the Year • TIME’s 100 Must Read Books of the Year • Goodreads Choice Award Nominee • USA Today’s Best Reviewed Books of the Year • BookPage's Best Mystery of the Year • Publishers Weekly’s Best Books of the Year • New York Times Book Review Editors’ Choice • Cover of the New York Times Book Review • Barack Obama’s Summer Reading List • The Financial Times’s Best Crime Books of the Year • ALA Andrew Carnegie Medal for Excellence in Fiction Longlist • SIBA’s 2024 Southern Book Prize Finalist • Starred Publishers Weekly • Starred Library Journal • Starred BookPage • Starred Booklist<br/>“Fresh and exhilarating. . . Cosby keeps his eye on the story and the pedal to the metal.” ―Stephen King, TheNew York Times Book Review<br/><br/>A Black sheriff. A serial killer. A small town ready to combust.<br/><br/>The new novel from New York Times bestselling and Los Angeles Times Book Prize-winning author S. A. Cosby, ""one of the most muscular, distinctive, grab-you-by-both-ears voices in American crime fiction.” ―Washington Post.<br/><br/>“An atmospheric pressure cooker.” ―People<br/><br/>Titus Crown is the first Black sheriff in the history of Charon County, Virginia. In recent decades, quiet Charon has had only two murders. But after years of working as an FBI agent, Titus knows better than anyone that while his hometown might seem like a land of moonshine, cornbread, and honeysuckle, secrets always fester under the surface.<br/><br/>Then a year to the day after Titus’s election, a school teacher is killed by a former student and the student is fatally shot by Titus’s deputies. As Titus investigates the shootings, he unearths terrible crimes and a serial killer who has been hiding in plain sight, haunting the dirt lanes and woodland clearings of Charon.<br/><br/>With the killer’s possible connections to a local church and the town’s harrowing history weighing on him, Titus projects confidence about closing the case while concealing a painful secret from his own past. At the same time, he also has to contend with a far-right group that wants to hold a parade in celebration of the town’s Confederate history.<br/><br/>Charon is Titus’s home and his heart. But where faith and violence meet, there will be a reckoning.<br/><br/>Powerful and unforgettable, All the Sinners Bleed confirms S. A. Cosby as “one of the most muscular, distinctive, grab-you-by-both-ears voices in American crime fiction” (The Washington Post).",Paperback,"Literature & Fiction, Genre Fiction, Small Town & Rural, United States, Black & African American, Southern, Mystery, Thriller & Suspense, Thrillers & Suspense, Crime"
9781786788962,7,2,The Watkins Book of African Folklore,Helen Nde,Watkins Publishing,Fiction,Unknown,Hardcover,"Literature & Fiction, Genre Fiction, Short Stories & Anthologies, Anthologies, World Literature, African, Mythology & Folk Tales, Folklore, Science & Math, Evolution, Politics & Social Sciences, Social Sciences, Folklore & Mythology"
9780316167512,4,3,"Stamped (For Kids): Racism, Antiracism, and You","Jason Reynolds, Ibram X. Kendi","Little, Brown Books for Young Readers",Children's,"The #1 New York Times bestseller!<br/><br/>This chapter book edition of the #1 New York Times bestseller by luminaries Ibram X. Kendi and Jason Reynolds is an essential introduction to the history of racism and antiracism in America<br/><br/>RACE. Uh-oh. The R-word.<br/>But actually talking about race is one of the most important things to learn how to do.<br/><br/>Adapted from the groundbreaking bestseller Stamped: Racism, Antiracism, and You, this book takes readers on a journey from present to past and back again. Kids will discover where racist ideas came from, identify how they impact America today, and meet those who have fought racism with antiracism. Along the way, they’ll learn how to identify and stamp out racist thoughts in their own lives.<br/><br/>Ibram X. Kendi’s research, Jason Reynolds’s and Sonja Cherry-Paul’s writing, and Rachelle Baker’s art come together in this vital read, enhanced with a glossary, timeline, and more.",Paperback,"Children's Books, History, United States, Growing Up & Facts of Life, Difficult Discussions, Education & Reference, Government, Biographies, Multicultural, Social Activists, Geography & Cultures, Multicultural Stories"
9781797215761,25,3,The Nap Ministry's Rest Deck: 50 Practices to Resist Grind Culture,Tricia Hersey,Chronicle Books,Non-Fiction,"From Tricia Hersey, the celebrated founder of the Nap Ministry and author of the New York Times bestseller Rest Is Resistance, this deck of 50 powerful rest practices helps you embrace rest as a form of radical communal care and personal liberation.<br/><br/>""This is about more than naps. Rest is anything that allows you to connect your body with your mind.""<br/><br/>The Nap Ministry's Rest Deck is a rousing call to reclaim rest in everyday life. Delivered in a stunning package with gold accents and gorgeous artwork throughout, the deck combines restorative meditations with prescient wisdom from celebrated activist and teaching artist Tricia Hersey, a.k.a. ""the Nap Bishop,"" and founder of the Nap Ministry.<br/><br/>Readers will discover 50 inspiring cards, each with an empowering affirmation and a simple practice to encourage rest, care, and imagination. Rooted in social justice and imbued with spirituality, these cards offer short, accessible practices designed to uplift anyone suffering from the toxic effects of grind culture.<br/><br/>CELEBRATED AUTHOR: Tricia Hersey, a.k.a. ""the Nap Bishop,"" is the founder of the Nap Ministry and the bestselling author of Rest is Resistance: A Manifesto. Her work as a social justice activist, artist, and thought leader has been featured by the New York Times, NPR, The Cut, and the Atlantic, among many others. In this deck, she distills her profound and celebrated teachings into 50 accessible practices.<br/><br/>TOOL FOR SOCIAL JUSTICE: Brimming with practices to empower personal liberation as a step toward building a healthier, more just world, this deck offers readers a new way to engage with social justice and invites a wide audience to embrace the power of rest as an essential balm for our collective exhaustion.<br/><br/>BEAUTIFUL TO GIFT AND DISPLAY: This bold, eye-catching package with colorful illustrations and gold accents is a beautiful and meaningful gift for friends, activists, and anyone feeling overwhelmed and exhausted by the demands of grind culture.<br/><br/>A powerful new tool for social justice activists Great gift or self-purchase for socially engaged millennials and Gen-Zers For anyone seeking mindful affirmation cards to aid their healing practice Perfect for fans of the Nap Ministry, Rest is Resistance: A Manifesto, Layla Saad, Adrienne Maree Brown, Chani Nicholas, and Alex Elle For readers of Me and White Supremacy, I’m Still Here, and How to Do Nothing",Cards,"Self-Help, Personal Transformation, Spiritual, Politics & Social Sciences, Social Sciences"
